title,num_subscribers,course_type,level,subject,language,subtitles,price,type_ins,duration_interval
How to Learn Online,124980,Self-paced on your time,Introductory,Education & Teacher Training,English,English,49.0,Other,0-10h
Programming for Everybody (Getting Started with Python),293864,Self-paced on your time,Introductory,Computer Science,English,English,49.0,University,20-30h
CS50's Introduction to Computer Science,2442271,Self-paced on your time,Introductory,Computer Science,English,English,90.0,University,80h+
The Analytics Edge,129555,Instructor-led on a course schedule,Intermediate,Data Analysis & Statistics,English,English,199.0,Institute,80h+
Marketing Analytics: Marketing Measurement Strategy,81140,Self-paced on your time,Introductory,Computer Science,English,English,249.0,University,20-30h
Introduction to Project Management,301793,Self-paced on your time,Introductory,Business & Management,English,English,199.0,University,10-20h
Leading High-Performing Teams,32847,Self-paced on your time,Intermediate,Communication,English,English,5.0,University,80h+
The Foundations of Happiness at Work,67073,Self-paced on your time,Introductory,Business & Management,English,English,199.0,University,10-20h
"Managing Study, Stress and Mental Health at University",23061,Self-paced on your time,Introductory,Health & Safety,English,English,49.0,University,0-10h
Six Sigma: Define and Measure,92411,Self-paced on your time,Introductory,Business & Management,English,English,99.0,University,20-30h
Fat Chance: Probability from the Ground Up,66835,Self-paced on your time,Introductory,Math,English,English,49.0,University,20-30h
Chasing your Dream: How to End Procrastination and Get a Job You Love,44711,Self-paced on your time,Introductory,Communication,English,English,49.0,University,20-30h
Bitcoin and Cryptocurrencies,83398,Self-paced on your time,Introductory,Computer Science,English,English,99.0,University,20-30h
English Grammar and Style,0,Instructor-led on a course schedule,Introductory,Humanities,English,English,99.0,University,20-30h
Ethics in Action,6366,Self-paced on your time,Intermediate,Ethics,English,"English, Español, Русский",49.0,Other,30-40h
Introduction to FinTech,72767,Self-paced on your time,Introductory,Economics & Finance,English,"English, 中文, 中文",199.0,University,10-20h
Data Science: R Basics,528782,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,University,10-20h
Python Basics for Data Science,228809,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,39.0,Other,10-20h
The Science of Beer,39085,Self-paced on your time,Introductory,Food & Nutrition,English,English,49.0,University,10-20h
Strategic Social Media Marketing,103640,Instructor-led on a course schedule,Advanced,Business & Management,English,English,399.0,University,30-40h
CS50's Introduction to Artificial Intelligence with Python,258006,Self-paced on your time,Introductory,Computer Science,English,English,199.0,University,80h+
CS50's Introduction to Game Development,346748,Self-paced on your time,Intermediate,Computer Science,English,English,149.0,University,80h+
Rhetoric: The Art of Persuasive Writing and Public Speaking,320225,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,20-30h
CS50's Web Programming with Python and JavaScript,698950,Self-paced on your time,Intermediate,Computer Science,English,English,90.0,University,80h+
Contract Law: From Trust to Promise to Contract,414181,Self-paced on your time,Intermediate,Business & Management,English,English,125.0,University,30-40h
"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",380167,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,99.0,University,20-30h
Justice,392588,Self-paced on your time,Introductory,Humanities,English,"Deutsch, English, Español, Português, 中文",99.0,University,50-60h
Data Science: Machine Learning,276209,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,University,20-30h
Child Protection: Children's Rights in Theory and Practice,212453,Self-paced on your time,Introductory,Social Sciences,English,English,99.0,University,60-70h
IELTS Academic Test Preparation,1103777,Self-paced on your time,Introductory,Communication,English,English,99.0,University,60-70h
The Architectural Imagination,406181,Self-paced on your time,Introductory,Architecture,English,English,99.0,University,40-50h
TOEFL® Test Preparation: The Insider’s Guide,1022489,Self-paced on your time,Introductory,Communication,English,English,49.0,Other,10-20h
Principles of Biochemistry,257600,Self-paced on your time,Intermediate,Medicine,English,English,199.0,University,70-80h
Using Python for Research,262183,Self-paced on your time,Intermediate,Computer Science,English,English,99.0,University,30-40h
Hinduism Through Its Scriptures,140782,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,30-40h
Basic Spanish 1: Getting Started,400169,Self-paced on your time,Introductory,Communication,English,"English, Español",40.0,University,30-40h
The Health Effects of Climate Change,110024,Self-paced on your time,Introductory,Environmental Studies,English,English,99.0,University,20-30h
Inglés básico: conversacional y networking,79671,Self-paced on your time,Introductory,Business & Management,Español,"English, Español",49.0,University,20-30h
Statistics and R,314586,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,249.0,University,10-20h
Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),145011,Self-paced on your time,Introductory,Chemistry,English,English,199.0,University,40-50h
Pyramids of Giza: Ancient Egyptian Art and Archaeology,123870,Self-paced on your time,Introductory,Art & Culture,English,English,99.0,University,20-30h
"PredictionX: Omens, Oracles & Prophecies",91566,Self-paced on your time,Introductory,Social Sciences,English,English,25.0,University,0-10h
Excel: Fundamentos y herramientas,284279,Self-paced on your time,Introductory,Computer Science,Español,Español,50.0,University,20-30h
Lessons from Ebola: Preventing the Next Pandemic,91983,Self-paced on your time,Introductory,Social Sciences,English,English,49.0,University,10-20h
Improving Global Health: Focusing on Quality and Safety,127353,Self-paced on your time,Intermediate,Social Sciences,English,English,99.0,University,30-40h
CS50 for Lawyers,87336,Self-paced on your time,Introductory,Computer Science,English,English,99.0,University,40-50h
Data Science: Visualization,171258,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,University,10-20h
Christianity Through Its Scriptures,125051,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,30-40h
The Science of Happiness,475614,Self-paced on your time,Introductory,Social Sciences,English,English,169.0,University,40-50h
Leaders of Learning,231131,Self-paced on your time,Introductory,Communication,English,"English, Español",99.0,University,30-40h
Exercising Leadership: Foundational Principles,57814,Self-paced on your time,Introductory,Business & Management,English,English,99.0,University,10-20h
Data Science: Probability,135859,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,University,10-20h
Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,117410,Self-paced on your time,Intermediate,Education & Teacher Training,English,"English, Español",70.0,University,10-20h
"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",80082,Self-paced on your time,Introductory,Medicine,English,English,99.0,University,20-30h
Introduction to Family Engagement in Education,105146,Self-paced on your time,Introductory,Education & Teacher Training,English,English,70.0,University,10-20h
Italian Language and Culture: Beginner (2019-2020),182462,Self-paced on your time,Introductory,Language,Italiano,Italiano,49.0,University,40-50h
Steps in Japanese for Beginners1 Part1,53630,Self-paced on your time,Introductory,Language,English,"English, 日本語",49.0,University,20-30h
How to Write an Essay,306787,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
Energy Within Environmental Constraints,95324,Self-paced on your time,Introductory,Environmental Studies,English,English,99.0,University,40-50h
Introduction to Probability,97291,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,99.0,University,70-80h
AnatomyX: Musculoskeletal Cases,102075,Self-paced on your time,Intermediate,Medicine,English,English,99.0,University,30-40h
Data Science: Inference and Modeling,88256,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,University,10-20h
Strengthening Community Health Worker Programs,58626,Self-paced on your time,Introductory,Health & Safety,English,English,79.0,University,10-20h
Buddhism Through Its Scriptures,182295,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,30-40h
Introduction to Linux,642088,Self-paced on your time,Introductory,Computer Science,English,English,199.0,Other,80h+
"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",81221,Self-paced on your time,Introductory,Medicine,English,English,99.0,University,10-20h
Shakespeare's Life and Work,48938,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
Marketing Digital: Content & Community Manager,112623,Self-paced on your time,Introductory,Communication,Español,Español,49.0,University,10-20h
Accounting and Finance,88243,Self-paced on your time,Intermediate,Business & Management,English,"English, हिन्दी",150.0,Institute,30-40h
Computing in Python I: Fundamentals and Procedural Programming,141966,Self-paced on your time,Introductory,Computer Science,English,English,99.0,Institute,40-50h
"Nutrition, Exercise and Sports",51679,Self-paced on your time,Intermediate,Food & Nutrition,English,English,49.0,University,30-40h
Becoming an Entrepreneur,104760,Self-paced on your time,Introductory,Business & Management,English,English,69.0,Institute,10-20h
"Religion, Conflict and Peace",74060,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,40-50h
"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",61139,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
Academic and Business Writing,322701,Self-paced on your time,Introductory,Communication,English,English,49.0,University,20-30h
Data Science: Capstone,62803,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,99.0,University,30-40h
Basics of Computing and Programming,37045,Self-paced on your time,Introductory,Computer Science,English,English,200.0,University,60-70h
"Fundamentals of Neuroscience, Part 2: Neurons and Networks",84874,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,99.0,University,20-30h
Successful Negotiation: Essential Strategies and Skills,31369,Self-paced on your time,Introductory,Business & Management,English,English,49.0,University,20-30h
Data Science: Linear Regression,75310,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,University,10-20h
HTML5 and CSS Fundamentals,335895,Self-paced on your time,Introductory,Computer Science,English,English,199.0,Other,30-40h
Data Science: Productivity Tools,66683,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,University,10-20h
Introduction to Corporate Finance,98093,Self-paced on your time,Introductory,Business & Management,English,English,225.0,University,10-20h
Computer Science 101,39540,Self-paced on your time,Introductory,Computer Science,English,English,149.0,University,30-40h
Data Science: Wrangling,64584,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,University,10-20h
A Hands-on Introduction to Engineering Simulations,187138,Self-paced on your time,Intermediate,Engineering,English,English,199.0,University,30-40h
AI for Everyone: Master the Basics,49340,Self-paced on your time,Introductory,Computer Science,English,English,49.0,Other,0-10h
The Psychology of Criminal Justice,110086,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,10-20h
Machine Learning with Python: A Practical Introduction,80161,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,39.0,Other,20-30h
Analyzing Data with Python,94079,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,39.0,Other,10-20h
Excel: gestión de datos,111785,Self-paced on your time,Intermediate,Computer Science,Español,Español,75.0,University,30-40h
Probability - The Science of Uncertainty and Data,205615,Instructor-led on a course schedule,Advanced,Data Analysis & Statistics,English,English,300.0,Institute,80h+
"Fundamentals of Neuroscience, Part 3: The Brain",85034,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,99.0,University,30-40h
Sikhism Through Its Scriptures,44125,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,30-40h
Upper-Intermediate English: Business and Modern Life,77991,Self-paced on your time,Intermediate,Language,English,English,50.0,University,10-20h
Religious Literacy: Traditions and Scriptures,96972,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,30-40h
Programación para todos (empezando con Python),81004,Self-paced on your time,Introductory,Computer Science,Español,Español,49.0,University,20-30h
Analyzing and Visualizing Data with Power BI,28879,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,99.0,University,60-70h
High-Dimensional Data Analysis,78443,Self-paced on your time,Advanced,Data Analysis & Statistics,English,English,149.0,University,10-20h
Introduction To Music Theory,67029,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
Human Anatomy,126850,Self-paced on your time,Introductory,Medicine,English,English,139.0,University,20-30h
"CitiesX: The Past, Present and Future of Urban Life",76874,Self-paced on your time,Introductory,Social Sciences,English,"English, Português",99.0,University,60-70h
The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,24208,Self-paced on your time,Introductory,Philosophy & Ethics,English,English,99.0,University,10-20h
Entrepreneurship 101: Who is your customer?,41838,Self-paced on your time,Introductory,Business & Management,English,English,49.0,Institute,30-40h
"U.S. Public Policy: Social, Economic, and Foreign Policies",44045,Self-paced on your time,Introductory,Social Sciences,English,English,49.0,University,10-20h
Machine Learning with Python: from Linear Models to Deep Learning,85561,Instructor-led on a course schedule,Advanced,Computer Science,English,English,300.0,Institute,80h+
Introduction to Data Science,43766,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,39.0,Other,20-30h
Circuits and Electronics 1: Basic Circuit Analysis,52639,Self-paced on your time,Introductory,Electronics,English,"English, 中文",169.0,Institute,30-40h
Introduction to Investments,91788,Self-paced on your time,Intermediate,Business & Management,English,English,50.0,Institute,20-30h
Improving Your Business Through a Culture of Health,54136,Self-paced on your time,Introductory,Business & Management,English,English,99.0,University,10-20h
Introduction to Linear Models and Matrix Algebra,92004,Self-paced on your time,Intermediate,Math,English,English,149.0,University,10-20h
DO Your Venture: Entrepreneurship For Everyone,61989,Self-paced on your time,Introductory,Business & Management,English,"English, हिन्दी",150.0,Institute,20-30h
El valor de la creatividad y la innovación: La Economía Naranja,23728,Self-paced on your time,Introductory,Art & Culture,Español,Español,25.0,Other,20-30h
Humanitarian Response to Conflict and Disaster,119891,Self-paced on your time,Introductory,Health & Safety,English,English,99.0,University,10-20h
"Women Making History: Ten Objects, Many Stories",38939,Self-paced on your time,Introductory,History,English,English,99.0,University,20-30h
Masterpieces of World Literature,88789,Self-paced on your time,Introductory,Literature,English,English,149.0,University,70-80h
SQL for Data Science,39184,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,39.0,Other,10-20h
El cerebro y las emociones en el lenguaje,41279,Self-paced on your time,Introductory,Communication,Español,Español,49.0,University,20-30h
Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),62673,Self-paced on your time,Introductory,Physics,English,English,169.0,University,40-50h
Python: aprender a programar,21613,Self-paced on your time,Introductory,Computer Science,Español,Español,49.0,University,20-30h
Marketing Analytics: Competitive Analysis and Market Segmentation,70682,Self-paced on your time,Intermediate,Computer Science,English,English,249.0,University,20-30h
MalariaX: Defeating Malaria from the Genes to the Globe,37598,Self-paced on your time,Intermediate,Biology & Life Sciences,English,"English, Français",49.0,University,30-40h
Entrepreneurship in Emerging Economies,113602,Self-paced on your time,Introductory,Business & Management,English,English,125.0,University,20-30h
JavaScript Introduction,160112,Self-paced on your time,Introductory,Computer Science,English,English,199.0,Other,30-40h
People Management,113592,Self-paced on your time,Introductory,Business & Management,English,"English, हिन्दी",150.0,Institute,10-20h
Using Email for Networking in English,57208,Self-paced on your time,Introductory,Language,English,English,149.0,University,10-20h
Databases: Relational Databases and SQL,20502,Self-paced on your time,Introductory,Computer Science,English,English,50.0,University,10-20h
C Programming: Getting Started,104108,Self-paced on your time,Introductory,Computer Science,English,English,49.0,University,20-30h
Supply Chain Analytics,145049,Instructor-led on a course schedule,Introductory,Business & Management,English,English,199.0,Institute,80h+
Programming for the Web with JavaScript,91406,Self-paced on your time,Intermediate,Computer Science,English,English,149.0,University,20-30h
Introduction to Digital Humanities,37501,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,20-30h
Upper-Intermediate English: Business and Industry,103704,Self-paced on your time,Intermediate,Language,English,English,50.0,University,10-20h
EmSAT English Preparation - Level 1,29101,Self-paced on your time,Introductory,Language,English,English,49.0,University,10-20h
Python for Data Science,266978,Self-paced on your time,Advanced,Data Analysis & Statistics,English,English,350.0,University,80h+
Empathy and Emotional Intelligence at Work,45867,Self-paced on your time,Introductory,Business & Management,English,English,199.0,University,0-10h
Design Thinking and Creativity for Innovation,47549,Self-paced on your time,Intermediate,Business & Management,English,English,5.0,University,80h+
China and Communism,69104,Self-paced on your time,Introductory,History,English,"English, 中文",139.0,University,30-40h
Mandarin Chinese Level 1,56040,Self-paced on your time,Introductory,Language,English,English,149.0,Other,40-50h
Introduction to Biology - The Secret of Life,147512,Instructor-led on a course schedule,Introductory,Biology & Life Sciences,English,"English, 中文",150.0,Institute,80h+
Photoshop: una herramienta para presentaciones innovadoras,22969,Self-paced on your time,Introductory,Art & Culture,Español,Español,19.0,University,40-50h
Causal Diagrams: Draw Your Assumptions Before Your Conclusions,50949,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,99.0,University,20-30h
生活英语听说 | Conversational English Skills,301585,Self-paced on your time,Introductory,Communication,English,English,49.0,University,30-40h
Shakespeare’s Othello: The Moor,31868,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
Basic Spanish 2: One Step Further,67687,Self-paced on your time,Introductory,Language,English,"English, Español",50.0,University,10-20h
Financial Market Analysis,37452,Self-paced on your time,Intermediate,Economics & Finance,English,English,25.0,Other,60-70h
CS50's Computer Science for Business Professionals,73208,Self-paced on your time,Introductory,Computer Science,English,English,90.0,University,20-30h
Gobierno Digital,18883,Self-paced on your time,Introductory,Social Sciences,Español,Español,25.0,Other,10-20h
Upper-Intermediate English: Business and Globalization,58532,Self-paced on your time,Intermediate,Language,English,English,50.0,University,10-20h
The Opioid Crisis in America,54805,Self-paced on your time,Introductory,Medicine,English,English,99.0,University,10-20h
Gestión de Proyectos de Desarrollo,306286,Self-paced on your time,Introductory,Business & Management,Español,Español,49.0,Other,30-40h
Statistical Learning,27968,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,50.0,University,30-40h
Introduction to Social Psychology,79365,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,10-20h
Artificial Intelligence (AI),265104,Instructor-led on a course schedule,Advanced,Computer Science,English,English,249.0,University,80h+
American Government: Constitutional Foundations,35504,Self-paced on your time,Introductory,Social Sciences,English,English,49.0,University,10-20h
Introducción a la inversión bursátil,64261,Self-paced on your time,Introductory,Economics & Finance,Español,Español,50.0,University,0-10h
Japanese Books: From Manuscript to Print,17581,Self-paced on your time,Introductory,Art & Culture,English,English,100.0,University,10-20h
Foundations of Modern Finance  I,24108,Instructor-led on a course schedule,Advanced,Economics & Finance,English,English,450.0,Institute,80h+
Operations Management,126093,Self-paced on your time,Intermediate,Business & Management,English,"English, हिन्दी",150.0,Institute,20-30h
Marketing Management,80010,Self-paced on your time,Intermediate,Business & Management,English,"English, हिन्दी",150.0,Institute,20-30h
Marketing enfocado en la estrategia de servicios,24618,Self-paced on your time,Introductory,Business & Management,Español,"English, Español",119.0,University,30-40h
Introduction to Marketing,169126,Self-paced on your time,Introductory,Business & Management,English,English,150.0,University,20-30h
Programming Basics,215059,Self-paced on your time,Introductory,Computer Science,English,English,149.0,Other,60-70h
Probability and Statistics in Data Science using Python,106286,Self-paced on your time,Advanced,Data Analysis & Statistics,English,English,350.0,University,80h+
HTML5 Coding Essentials and Best Practices,241287,Self-paced on your time,Intermediate,Computer Science,English,English,199.0,Other,40-50h
First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,37426,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,10-20h
Cell Biology: Mitochondria,64142,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,99.0,University,10-20h
"Algorithms: Design and Analysis, Part 1",20163,Self-paced on your time,Intermediate,Computer Science,English,English,149.0,University,10-20h
Introducción al Office 365,16470,Self-paced on your time,Introductory,Computer Science,Español,Español,75.0,University,10-20h
Creative Thinking: Techniques and Tools for Success,54787,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
Upper-Intermediate English: Business and Technology,47451,Self-paced on your time,Intermediate,Language,English,English,50.0,University,10-20h
Shakespeare's Hamlet: The Ghost,38331,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
FlashDiet: Aprende a comer sano,48105,Self-paced on your time,Introductory,Food & Nutrition,Español,Español,50.0,University,10-20h
CS50's Understanding Technology,50030,Self-paced on your time,Introductory,Computer Science,English,English,90.0,University,20-30h
Introduction to Aerospace Structures and Materials,37126,Self-paced on your time,Introductory,Engineering,English,English,50.0,University,40-50h
Visualizing Data with Python,42101,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,39.0,Other,10-20h
Success: Practical Thinking Skills,24414,Self-paced on your time,Introductory,Philosophy & Ethics,English,English,50.0,University,20-30h
English for Doing Business in Asia – Speaking,68422,Self-paced on your time,Introductory,Humanities,English,English,60.0,University,20-30h
Nutrition and Health: Macronutrients and Overnutrition,208582,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,99.0,University,60-70h
"Contemporary China: The People's Republic, Taiwan, and Hong Kong",66771,Self-paced on your time,Introductory,History,English,"English, 中文",139.0,University,30-40h
Introduction to Clinical Psychology,57234,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,10-20h
Modern Masterpieces of World Literature,48049,Self-paced on your time,Introductory,Literature,English,English,99.0,University,30-40h
"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",24259,Self-paced on your time,Introductory,Social Sciences,English,English,49.0,University,10-20h
Applied Scrum for Agile Project Management,55293,Self-paced on your time,Advanced,Engineering,English,English,199.0,University,10-20h
Corporate Finance,62798,Self-paced on your time,Intermediate,Business & Management,English,"English, हिन्दी",150.0,Institute,20-30h
Judaism Through Its Scriptures,50540,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,30-40h
Excel avanzado: importación y análisis de datos,47184,Self-paced on your time,Advanced,Data Analysis & Statistics,Español,Español,75.0,University,20-30h
CSS Basics,95163,Self-paced on your time,Introductory,Computer Science,English,English,199.0,Other,30-40h
Unlocking Information Security: Part I,19905,Self-paced on your time,Intermediate,Computer Science,English,"اللغة العربية, English, עברית",149.0,University,30-40h
Becoming an Effective Leader,55937,Self-paced on your time,Intermediate,Communication,English,English,99.0,University,80h+
Digital Branding and Engagement,122977,Self-paced on your time,Intermediate,Communication,English,English,99.0,University,10-20h
Introduction to Cybersecurity,73021,Self-paced on your time,Introductory,Computer Science,English,English,199.0,University,20-30h
General Academic English|生活英语进阶,17526,Self-paced on your time,Introductory,Language,English,English,49.0,University,20-30h
Gestión de personas: Recursos Humanos,19687,Self-paced on your time,Introductory,Business & Management,Español,"English, Español",119.0,University,30-40h
From Poverty to Prosperity: Understanding Economic Development,91062,Self-paced on your time,Intermediate,Social Sciences,English,English,149.0,University,10-20h
Medical Terminology,31354,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,79.0,University,60-70h
Ancient Masterpieces of World Literature,48899,Self-paced on your time,Introductory,Literature,English,English,99.0,University,20-30h
Shakespeare's The Merchant of Venice: Shylock,23283,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
Gestión del estrés y Mindfulness,15965,Self-paced on your time,Introductory,Health & Safety,Español,Español,49.0,University,10-20h
Behavioural Economics in Action,66764,Self-paced on your time,Introductory,Business & Management,English,English,139.0,University,20-30h
Finance for Everyone: Smart Tools for Decision-Making,45029,Self-paced on your time,Introductory,Business & Management,English,English,49.0,University,30-40h
Creating Innovative Business Models,12227,Self-paced on your time,Introductory,Business & Management,English,English,149.0,University,10-20h
u.lab: Leading From the Emerging Future,79424,Self-paced on your time,Introductory,Business & Management,English,"English, Español, Français, עברית, Indonesian, Italiano, 日本語, Português, Türkçe",99.0,Institute,70-80h
Electric Cars: Introduction,56171,Self-paced on your time,Intermediate,Engineering,English,English,50.0,University,10-20h
Inteligencia Artificial para todos: Domina los fundamentos,11764,Self-paced on your time,Introductory,Computer Science,Español,Español,49.0,Other,0-10h
Marketing Analytics,55228,Instructor-led on a course schedule,Advanced,Business & Management,English,English,249.0,University,80h+
Introducción a la Regulación Emocional basada en Mindfulness,20634,Self-paced on your time,Introductory,Health & Safety,Español,Español,49.0,University,20-30h
Design Thinking Fundamentals,56446,Self-paced on your time,Intermediate,Business & Management,English,English,299.0,Institute,60-70h
Basic Spanish 3: Getting there,17569,Self-paced on your time,Introductory,Language,English,"English, Español",50.0,University,10-20h
Mi propia huerta orgánica,11346,Self-paced on your time,Introductory,Biology & Life Sciences,Español,Español,29.0,University,0-10h
Sustainability in Architecture: An Interdisciplinary Introduction,31352,Self-paced on your time,Intermediate,Architecture,English,English,50.0,University,10-20h
Gestión de riesgos en proyectos de desarrollo,47676,Self-paced on your time,Intermediate,Business & Management,Español,Español,25.0,Other,20-30h
Python Data Structures,36369,Self-paced on your time,Introductory,Computer Science,English,English,49.0,University,20-30h
The Science and Business of Biotechnology,17039,Self-paced on your time,Intermediate,Business & Management,English,English,49.0,Institute,80h+
Finance Essentials,63666,Self-paced on your time,Introductory,Business & Management,English,English,79.0,University,10-20h
Introduction to the Internet of Things (IoT),89421,Self-paced on your time,Introductory,Computer Science,English,English,149.0,University,10-20h
'Talk to me': Improving mental health and suicide prevention in young adults,11481,Self-paced on your time,Introductory,Health & Safety,English,English,139.0,University,10-20h
Disaster Medicine Training,10937,Self-paced on your time,Introductory,Medicine,English,English,50.0,University,10-20h
Nutrition and Health: Human Microbiome,44079,Self-paced on your time,Introductory,Health & Safety,English,English,49.0,University,20-30h
Customer Relationship Management,53085,Self-paced on your time,Intermediate,Business & Management,English,"English, हिन्दी",50.0,Institute,20-30h
Islam Through Its Scriptures,65430,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,30-40h
Mechatronics Revolution: Fundamentals and Core Concepts,11619,Self-paced on your time,Introductory,Engineering,English,English,149.0,Institute,80h+
Accounting for Decision-Making,57710,Self-paced on your time,Intermediate,Business & Management,English,"English, हिन्दी",150.0,Institute,20-30h
C Programming: Language Foundations,46400,Self-paced on your time,Introductory,Computer Science,English,English,49.0,University,20-30h
Big Data sin misterios,65564,Self-paced on your time,Intermediate,Data Analysis & Statistics,Español,Español,25.0,Other,40-50h
Becoming a Successful Leader (Inclusive Leadership Training),215705,Self-paced on your time,Introductory,Communication,English,English,49.0,Other,0-10h
"English for Journalists, Part 1",50847,Self-paced on your time,Intermediate,Communication,English,English,139.0,University,10-20h
Introduction to Networking,16134,Self-paced on your time,Introductory,Computer Science,English,English,150.0,University,20-30h
Accounting Essentials,58463,Self-paced on your time,Introductory,Business & Management,English,English,79.0,University,20-30h
Introduction to Java Programming: Starting to code in Java,325554,Self-paced on your time,Introductory,Computer Science,English,"English, Español, Português, 中文",149.0,University,40-50h
European Paintings: From Leonardo to Rembrandt to Goya,60734,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,10-20h
Java Programming Fundamentals,12042,Self-paced on your time,Intermediate,Engineering,English,English,49.0,University,40-50h
"Hollywood: History, Industry, Art",50033,Self-paced on your time,Introductory,Communication,English,English,169.0,University,10-20h
Data Science Tools,15627,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,39.0,Other,30-40h
Statistical Thinking for Data Science and Analytics,198861,Self-paced on your time,Introductory,Computer Science,English,English,99.0,University,40-50h
Philosophy and Critical Thinking,97175,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,10-20h
International Law,91868,Self-paced on your time,Advanced,Law,English,English,150.0,University,80h+
Tourism and Travel Management,38503,Self-paced on your time,Introductory,Business & Management,English,English,5.0,University,10-20h
Project Management Life Cycle,120019,Self-paced on your time,Intermediate,Business & Management,English,English,150.0,Institute,80h+
Solar Energy,125069,Self-paced on your time,Introductory,Engineering,English,English,50.0,University,50-60h
Public Speaking,10129,Self-paced on your time,Introductory,Communication,English,English,199.0,Institute,10-20h
Japanese Pronunciation for Communication,62757,Self-paced on your time,Introductory,Communication,日本語,"English, 日本語, 한국어, 中文",99.0,University,20-30h
Mindfulness and Resilience to Stress at Work,33414,Self-paced on your time,Introductory,Business & Management,English,English,199.0,University,0-10h
Framing Your Communication to Inspire and Convince,49351,Self-paced on your time,Intermediate,Business & Management,English,English,125.0,University,20-30h
Business Foundations,55154,Self-paced on your time,Introductory,Business & Management,English,English,150.0,University,20-30h
The Chemistry of Life,78704,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,49.0,University,30-40h
Nutrition and Health: Micronutrients and Malnutrition,78266,Self-paced on your time,Intermediate,Biology & Life Sciences,English,English,99.0,University,40-50h
Digital Design,12339,Self-paced on your time,Introductory,Design,English,English,50.0,University,20-30h
Machine Learning for Data Science and Analytics,140419,Self-paced on your time,Introductory,Computer Science,English,English,99.0,University,40-50h
The Science of Everyday Thinking,318399,Self-paced on your time,Introductory,Business & Management,English,English,99.0,University,30-40h
